aimYawMaxDelta,aimPitchMaxDelta
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
12.600000000000023,1.3499900000000054
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
18.525000000000006,5.924990000000008
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
6.974999999999994,2.0999999999999943
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
11.549900000000036,3.5249999999999915
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
21.22500000000001,7.049999999999997
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
48.525000000000034,3.3000000000000114
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
13.949999999999989,5.3999999999999915
33.000029999999995,3.375010000000003
33.000029999999995,3.375010000000003
33.000029999999995,3.375010000000003
33.000029999999995,3.375010000000003
