aimYawMaxDelta,aimPitchMaxDelta
7.200000000000017,3.7499799999999937
7.200000000000003,3.5250000000000057
12.600000000000023,1.3499900000000054
12.0,1.5750000000000028
115.49996999999999,7.650009999999995
8.774999999999991,5.3999999999999915
33.000029999999995,3.375010000000003
11.774999999999977,5.1000000000000085
31.349999999999998,22.200019999999995
24.224999999999966,1.8749899999999968
22.950001999999998,3.075010000000006
3.825000000000003,2.1750000000000114
8.475000000000001,2.0249999999999915
8.70010000000002,2.174999999999997
9.675000000000011,3.750010000000003
18.30000000000001,10.349999999999994
3.375000000000014,1.5749999999999886
3.375,1.575010000000006
57.70409999999998,7.799989999999994
20.475070000000017,3.2249999999999943
2.625,1.499990000000011
26.700000000000003,2.4000000000000057
9.150000000000034,4.125
5.25,1.7999999999999972
5.850099999999998,1.7250000000000085
10.500099999999975,3.5249999999999915
10.42500000000004,3.4499899999999997
7.725000000000023,2.3249899999999997
10.649999999999977,3.450000000000003
18.525000000000006,5.924990000000008
23.325000000000045,6.974990000000005
5.249990000000011,4.05001
29.625,7.57499
11.325000000000017,4.425009999999986
7.050000000000011,1.1999900000000139
7.5,1.5749999999999886
36.900000000000006,4.125
13.650100000000009,6.299999999999997
13.875,6.5249999999999915
19.349999999999994,2.325000000000003
19.94999999999999,2.25
29.925000000000004,16.349999999999994
8.849999999999994,3.375
6.525100000000009,1.125
6.899999999999977,1.7250100000000117
11.549900000000036,3.5249999999999915
55.35000000000002,14.549990000000008
177.3001,79.20029
3.9000000000000057,0.375
9.599999999999994,8.999989999999997
6.974999999999994,2.0999999999999943
6.300000000000011,2.0250099999999946
6.899900000000002,2.175009999999986
6.224999999999994,2.5500100000000145
6.525000000000006,2.700000000000003
85.20000000000002,11.228439999999999
24.824990000000014,9.44999
28.50000000000003,2.325100000000006
27.07499999999999,10.425000000000004
33.67500000000001,6.6000099999999975
5.925009999999986,0.5249999999999915
5.399979999999985,0.9749999999999943
35.32499999999999,7.4526500000000055
12.375,3.6750100000000003
65.85004334000001,3.750010000000003
48.525000000000034,3.3000000000000114
98.2995,21.64220999999999
5.775000000000034,2.549999999999997
2.9249999999999545,3.75
4.574999999999989,2.3999999999999915
4.724999999999994,2.4749999999999943
4.050000000000011,2.3999999999999915
9.0,6.375010000000003
5.325000000000017,3.9000000000000057
11.850000000000023,7.049999999999997
102.67500000000001,9.224999999999994
82.39875999999992,12.677409999999995
13.949999999999989,5.3999999999999915
15.75,6.300030000000007
20.174999999999983,6.900000000000006
20.62500000000003,6.224999999999994
21.22500000000001,7.049999999999997
8.399900000000002,4.199999999999989
9.224999999999966,1.4249999999999972
6.149900000000002,6.299980000000005
10.275000000000006,6.375
7.724990000000005,7.2749999999999915
26.174999999999997,16.799999999999997
75.82500000000002,7.875009999999989
8.024999999999977,1.875
8.175000000000011,1.7999999999999972
30.6,9.224999999999994
8.024990000000003,1.5000100000000032
6.9750099999999975,3.900010000000009
33.89999999999998,5.474989999999991
65.32499999999999,29.17499999999999
48.45000000000002,4.950000000000003
20.25000000000003,2.250010000000003
92.77499999999998,9.825000000000003
169.6341,55.62294
2.174999999999997,0.8249899999999997
22.275000000000006,8.775010000000009
71.69989999999999,10.5
4.574900000000014,3.450009999999992
27.75,8.100000000000009
9.82510000000002,5.174990000000008
4.199999999999989,3.5250000000000057
5.474999999999994,2.625
